"","fromNode","toNode","weight","direction","fromAltName","toAltName"
"198","ENSG00000222020.2","ENSG00000234709.2",0.0789946092944515,"undirected","AC062017","UPF3AP3"
"199","ENSG00000224722.3","ENSG00000273366.1",0.0302958382766958,"undirected","AC020688","Z83851"
"200","ENSG00000225138.7","ENSG00000236144.6",0.0294958550350427,"undirected","SLC9A3-AS1","TMEM147-AS1"
"201","ENSG00000225138.7","ENSG00000269609.5",0.0200303517695088,"undirected","SLC9A3-AS1","RPARP-AS1"
"202","ENSG00000229619.3","ENSG00000269609.5",0.0278218320622503,"undirected","MBNL1-AS1","RPARP-AS1"
"203","ENSG00000230337.1","ENSG00000236144.6",0.0216155691333207,"undirected","AL109811","TMEM147-AS1"
"204","ENSG00000230337.1","ENSG00000247796.2",0.0311063092432546,"undirected","AL109811","AC008966"
"205","ENSG00000230337.1","ENSG00000249592.5",0.0270071882517084,"undirected","AL109811","AC139887"
"206","ENSG00000230337.1","ENSG00000259802.1",0.0260567115202857,"undirected","AL109811","AC012640"
"207","ENSG00000230337.1","ENSG00000262265.1",0.024314218533666,"undirected","AL109811","AC002558"
"208","ENSG00000230337.1","ENSG00000269609.5",0.0299925883568632,"undirected","AL109811","RPARP-AS1"
"209","ENSG00000230337.1","ENSG00000272009.1",0.0332936839931025,"undirected","AL109811","AL121944"
"210","ENSG00000230337.1","ENSG00000276131.1",0.0330326778082095,"undirected","AL109811","AC009118"
"211","ENSG00000236144.6","ENSG00000247796.2",0.0374434059477769,"undirected","TMEM147-AS1","AC008966"
"212","ENSG00000236144.6","ENSG00000249592.5",0.0354639934878564,"undirected","TMEM147-AS1","AC139887"
"213","ENSG00000236144.6","ENSG00000259802.1",0.0344168861862169,"undirected","TMEM147-AS1","AC012640"
"214","ENSG00000236144.6","ENSG00000260267.1",0.0258775076826536,"undirected","TMEM147-AS1","AC026471"
"215","ENSG00000236144.6","ENSG00000262265.1",0.0247504215593307,"undirected","TMEM147-AS1","AC002558"
"216","ENSG00000236144.6","ENSG00000269609.5",0.0374987774871187,"undirected","TMEM147-AS1","RPARP-AS1"
"217","ENSG00000236144.6","ENSG00000272009.1",0.0241979341663372,"undirected","TMEM147-AS1","AL121944"
"218","ENSG00000247796.2","ENSG00000249592.5",0.040542826838886,"undirected","AC008966","AC139887"
"219","ENSG00000247796.2","ENSG00000259802.1",0.0332084676410261,"undirected","AC008966","AC012640"
"220","ENSG00000247796.2","ENSG00000260267.1",0.0380969256311834,"undirected","AC008966","AC026471"
"221","ENSG00000247796.2","ENSG00000262265.1",0.0296705016364289,"undirected","AC008966","AC002558"
"222","ENSG00000247796.2","ENSG00000269609.5",0.0352419439463359,"undirected","AC008966","RPARP-AS1"
"223","ENSG00000249592.5","ENSG00000260267.1",0.0213970228956174,"undirected","AC139887","AC026471"
"224","ENSG00000249592.5","ENSG00000262265.1",0.022001076988807,"undirected","AC139887","AC002558"
"225","ENSG00000249592.5","ENSG00000269609.5",0.029826800761062,"undirected","AC139887","RPARP-AS1"
"226","ENSG00000249592.5","ENSG00000276166.1",0.035646606803312,"undirected","AC139887","AC092118"
"227","ENSG00000251666.1","ENSG00000260267.1",0.0261189655642625,"undirected","ZNF346-IT1","AC026471"
"228","ENSG00000259802.1","ENSG00000260267.1",0.0267652141884356,"undirected","AC012640","AC026471"
"229","ENSG00000259802.1","ENSG00000262265.1",0.02555906221618,"undirected","AC012640","AC002558"
"230","ENSG00000260267.1","ENSG00000262265.1",0.0327806457225049,"undirected","AC026471","AC002558"
"231","ENSG00000260267.1","ENSG00000269609.5",0.0200404169384081,"undirected","AC026471","RPARP-AS1"
"232","ENSG00000260267.1","ENSG00000272009.1",0.0205293954258363,"undirected","AC026471","AL121944"
"233","ENSG00000260267.1","ENSG00000272711.1",0.0252295012046733,"undirected","AC026471","AC019069"
"234","ENSG00000260267.1","ENSG00000273366.1",0.0392700041150782,"undirected","AC026471","Z83851"
"235","ENSG00000260267.1","ENSG00000275183.1",0.0200379638826938,"undirected","AC026471","LENG9"
"236","ENSG00000260267.1","ENSG00000276148.1",0.0296710592871695,"undirected","AC026471","AC084824"
"237","ENSG00000262265.1","ENSG00000269609.5",0.0338452293063924,"undirected","AC002558","RPARP-AS1"
"238","ENSG00000269609.5","ENSG00000272599.2",0.0220214411454781,"undirected","RPARP-AS1","AC016394"
"239","ENSG00000269609.5","ENSG00000276131.1",0.0238187130733158,"undirected","RPARP-AS1","AC009118"
"240","ENSG00000272711.1","ENSG00000273366.1",0.0274846557399281,"undirected","AC019069","Z83851"
"241","ENSG00000273366.1","ENSG00000276148.1",0.0235725394262261,"undirected","Z83851","AC084824"
