,HCT116_DMSO_8h,HCT116_DMSO_24h,HCT116_HCQ_8h,HCT116_HCQ_24h,HCT116_Rem_8h,HCT116_Rem_24h,HepG2_DMSO_8h,HepG2_DMSO_24h,HepG2_HCQ_8h,HepG2_HCQ_24h,HepG2_Rem_8h,HepG2_Rem_24h,HT29_DMSO_8h,HT29_DMSO_24h,HT29_HCQ_8h,HT29_HCQ_24h,HT29_Rem_8h,HT29_Rem_24h,PLC_DMSO_8h,PLC_DMSO_24h,PLC_HCQ_8h,PLC_HCQ_24h,PLC_Rem_8h,PLC_Rem_24h
ENSG00000009954.10,3629,2889,714,962,1092,7863,2298,1453,1784,1498,1874,2545,3227,1623,1322,648,18056,1304,9089,782,635,1316,889,2371
ENSG00000010017.12,114,107,33,43,39,197,108,63,150,83,47,123,111,42,30,42,533,31,385,35,15,62,12,77
ENSG00000010030.13,1,5,9,6,3,14,1,0,5,0,2,0,1,1,1,2,11,0,7,0,57,46,0,0
ENSG00000010072.15,133,118,51,32,21,273,90,75,86,60,47,62,126,46,67,34,557,28,420,30,45,109,46,116
ENSG00000010165.19,313,330,112,91,87,909,228,198,196,131,137,294,397,203,133,78,2044,130,1429,142,148,240,123,431
ENSG00000010219.13,74,81,18,14,39,215,70,72,79,42,59,48,34,6,12,2,88,15,268,23,7,11,20,63
ENSG00000010244.18,791,711,308,183,224,1810,751,665,707,377,298,720,1447,755,529,338,5393,473,2958,253,214,391,140,504
ENSG00000010256.10,904,840,314,259,324,2583,1092,770,874,802,820,595,640,377,212,192,2615,156,3046,282,260,432,277,780
ENSG00000010270.13,101,116,40,35,28,283,102,68,77,78,107,113,146,63,43,42,638,44,853,75,92,119,77,156
ENSG00000010278.13,149,161,84,112,61,364,16,10,32,18,14,14,347,51,105,331,1428,90,103,7,6,22,10,16
ENSG00000010292.12,554,570,201,178,175,1082,303,249,276,157,230,145,510,224,173,143,2358,135,1246,168,162,208,94,195
ENSG00000010295.19,0,0,2,1,2,15,190,182,179,198,92,96,4,1,3,2,89,28,390,37,25,67,13,77
ENSG00000010310.8,1,3,2,0,0,13,1,2,2,3,0,0,0,3,3,2,6,1,35,2,3,15,1,4
ENSG00000010318.20,24,23,8,4,12,103,25,16,14,17,49,26,5,3,0,2,49,4,135,10,5,8,19,55
ENSG00000010319.6,11,14,2,11,4,31,98,70,106,208,98,24,3,0,0,2,4,0,31,4,4,6,3,6
ENSG00000010322.15,114,98,42,38,39,368,155,89,119,120,70,156,84,64,31,27,332,35,284,17,14,26,27,79
ENSG00000010327.10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000010361.13,4,6,0,1,2,0,2,1,1,0,0,0,1,1,2,5,2,0,318,36,30,74,43,83
ENSG00000010379.15,0,0,0,0,4,29,4,2,0,0,34,32,0,0,0,0,23,5,0,0,1,3,11,25
ENSG00000010404.17,151,148,42,45,54,551,74,58,59,67,48,103,714,365,186,202,3611,260,1088,116,61,111,104,301
ENSG00000010438.16,614,596,185,281,173,1970,0,0,1,1,2,0,1504,937,515,394,11345,950,3,1,3,2,1,2
ENSG00000010539.11,69,59,16,21,28,166,84,67,54,50,61,78,139,53,35,21,468,40,349,29,35,42,27,104
ENSG00000010610.9,0,0,0,0,0,0,6,3,3,0,2,1,0,0,0,0,2,0,5,0,0,0,1,0
ENSG00000010626.14,44,39,13,9,29,248,93,56,55,145,90,42,21,11,7,10,125,18,546,43,90,195,95,362
ENSG00000010671.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000010704.18,40,30,14,8,16,123,31,18,14,11,12,2,15,7,5,8,68,3,616,50,37,148,64,135
ENSG00000010803.16,47,60,10,10,27,80,127,110,109,72,85,69,108,39,33,24,301,15,184,25,9,14,8,27
ENSG00000010810.17,15,14,4,16,7,137,362,230,218,132,176,259,52,16,38,49,195,26,26,3,0,22,0,17
ENSG00000010818.9,35,23,16,25,12,120,79,53,106,87,47,172,59,19,35,88,278,50,476,55,89,291,44,130
ENSG00000011007.12,427,391,115,89,141,647,269,219,262,187,212,381,510,181,194,163,2255,164,984,104,85,160,79,172
ENSG00000011009.10,620,637,271,279,182,1475,915,717,832,647,694,516,1325,756,487,244,4529,214,3302,288,357,624,244,570
ENSG00000011021.21,6,9,5,3,8,35,56,53,90,61,31,20,10,6,5,8,34,5,142,13,20,48,9,41
ENSG00000011028.13,14,6,3,3,8,29,0,2,0,0,2,0,6,3,1,2,18,7,14,0,3,0,0,6
ENSG00000011083.8,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0
ENSG00000011105.12,98,80,47,61,21,244,223,160,198,197,174,114,93,53,26,21,320,20,666,42,37,129,45,170
ENSG00000011114.14,477,507,185,194,144,1334,664,556,748,611,550,884,753,375,312,258,3578,381,2000,168,188,407,156,525
ENSG00000011132.11,69,92,18,24,31,241,93,72,68,62,44,49,55,28,18,22,102,15,365,31,18,52,13,90
ENSG00000011143.16,71,78,18,24,27,174,80,74,80,62,67,38,45,20,17,15,142,16,195,9,4,15,16,78
ENSG00000011198.8,200,187,111,100,87,562,91,75,86,63,63,194,147,66,73,75,807,66,573,43,52,168,40,159
ENSG00000011243.17,189,170,60,68,55,448,133,47,125,114,68,192,68,27,45,40,379,51,442,44,67,157,50,135
ENSG00000011258.15,79,72,27,46,37,224,68,37,44,54,37,75,25,20,14,14,266,30,111,5,17,77,19,30
ENSG00000011260.13,930,740,230,210,273,1430,438,330,441,272,268,434,439,206,189,75,1454,122,1572,157,166,227,107,450
ENSG00000011275.18,939,862,244,192,246,2092,526,333,431,441,283,587,368,143,102,107,1969,162,2143,186,161,395,240,830
ENSG00000011295.15,750,699,298,302,220,2994,379,336,302,347,235,389,470,267,113,113,1610,151,1554,121,123,173,105,417
ENSG00000011304.19,4781,4216,1804,1334,1661,14199,2830,2271,2864,2234,2575,3865,5890,3265,1797,1012,25647,1862,13180,1172,1084,2228,1087,3367
ENSG00000011332.19,213,223,56,41,46,647,99,71,36,26,49,25,14,7,6,4,25,5,621,39,20,21,33,109
ENSG00000011347.9,144,134,26,43,34,303,9,13,13,29,16,5,78,29,27,45,205,13,199,22,10,4,17,8
ENSG00000011376.10,215,205,89,57,79,742,278,210,214,151,187,216,190,82,64,25,629,36,494,44,26,54,34,150
ENSG00000011405.13,621,609,246,285,197,1854,900,564,1100,1056,581,930,1415,792,727,517,6650,453,2663,237,487,1155,228,606
ENSG00000011422.11,281,352,168,130,111,1980,75,65,29,34,57,219,910,294,181,138,2638,364,251,28,23,52,23,67
ENSG00000011426.10,723,642,186,186,154,847,260,202,258,142,143,104,495,200,188,87,1923,141,2242,233,245,425,111,200
ENSG00000011451.18,189,173,66,34,54,467,194,189,179,94,131,147,290,147,70,61,1035,76,1985,185,95,135,168,465
ENSG00000011454.16,276,218,108,104,76,816,716,499,741,626,496,671,726,425,345,256,2678,240,1797,167,219,417,120,634
ENSG00000011465.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000011478.11,7,16,7,8,7,65,54,23,44,41,18,14,0,1,0,0,7,0,127,9,6,37,4,43
ENSG00000011485.14,581,527,184,115,223,1620,283,243,163,158,170,297,677,416,270,154,3501,199,1458,127,106,153,165,373
ENSG00000011523.13,67,99,28,24,25,239,176,139,115,105,38,117,8,8,11,19,35,2,481,39,29,37,20,58
ENSG00000011566.14,90,92,39,42,25,231,308,243,276,201,303,422,118,39,32,33,396,47,818,63,47,72,54,129
ENSG00000011600.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000011638.10,66,61,11,30,25,242,29,15,18,18,14,30,57,15,12,19,120,18,50,3,3,7,7,10
ENSG00000011677.12,0,0,0,0,0,0,1,0,0,0,0,0,5,6,2,2,12,0,241,25,20,39,24,76
ENSG00000012048.21,435,443,110,134,175,1850,431,320,227,204,472,179,404,252,187,101,3042,249,2273,198,143,217,209,594
ENSG00000012061.15,187,207,98,115,77,413,131,117,123,110,90,91,332,93,87,83,1187,90,1147,88,98,211,77,221
ENSG00000012124.16,14,14,13,6,10,39,22,8,11,2,9,9,2,0,2,0,17,3,1,0,0,0,0,0
ENSG00000012171.19,5,11,10,8,18,42,1296,954,1120,1111,1173,515,152,86,27,32,592,14,62,4,8,15,11,29
ENSG00000012174.11,66,84,24,27,25,199,116,87,92,63,66,39,49,37,20,12,197,17,1167,99,57,121,100,206
ENSG00000012211.12,19,17,6,6,7,59,9,6,1,5,1,7,11,6,8,8,58,2,98,8,17,30,12,29
ENSG00000012232.8,354,353,143,111,129,954,272,217,227,153,140,268,95,55,41,36,320,44,1618,135,50,114,91,440
ENSG00000012504.13,0,0,0,0,3,0,227,171,218,155,179,55,1,0,0,0,11,0,9,0,1,0,1,1
ENSG00000012660.13,180,202,79,99,83,591,223,200,458,426,157,308,0,0,0,2,6,1,1271,112,102,493,111,268
ENSG00000012779.10,0,1,0,0,0,0,0,0,0,0,0,0,25,9,10,14,153,8,0,0,0,0,0,0
ENSG00000012817.15,0,2,0,0,2,1,73,58,42,47,35,64,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000012822.15,14,10,2,6,10,52,9,8,10,11,14,8,22,13,6,15,144,7,70,11,8,27,10,48
ENSG00000012963.14,226,201,59,80,72,334,116,114,83,65,106,79,175,87,80,44,752,60,513,48,13,31,41,123
ENSG00000012983.11,234,218,109,73,63,597,398,377,473,396,295,650,221,124,141,92,979,98,1674,141,243,396,96,349
ENSG00000013016.15,0,0,0,0,0,0,1,8,2,1,5,6,0,0,0,0,0,1,91,10,0,2,8,37
ENSG00000013275.7,2136,1971,661,627,846,7101,2075,1425,2158,1435,1661,1452,2849,1426,859,357,5694,607,12493,1026,813,1804,846,2734
ENSG00000013288.8,89,83,20,43,39,257,139,115,144,118,122,63,199,109,81,85,701,24,1389,108,121,240,119,251
ENSG00000013297.11,0,0,0,0,0,11,77,63,37,38,61,29,1,0,1,0,146,21,10,1,4,9,20,27
ENSG00000013306.15,1882,1789,714,465,738,5859,1803,1241,1179,1167,1465,1140,2345,1389,531,359,10838,454,6563,605,546,968,570,1638
ENSG00000013364.18,361,380,150,172,145,1470,331,248,301,267,270,245,431,266,183,224,1615,89,1748,131,158,225,107,299
ENSG00000013374.16,508,457,139,200,138,1653,372,241,377,362,198,324,593,269,227,237,2009,180,2138,236,195,521,131,742
ENSG00000013375.15,339,337,102,75,149,1580,649,455,625,586,408,473,254,143,95,145,1121,112,3725,370,338,743,324,1077
ENSG00000013392.7,6,4,0,4,3,9,28,20,26,11,14,16,6,3,4,2,32,0,164,25,8,24,3,22
ENSG00000013441.15,160,104,52,63,39,364,172,181,183,154,523,445,129,49,40,44,957,104,412,53,70,217,75,126
ENSG00000013503.9,221,163,31,35,38,295,136,101,105,68,85,101,160,85,51,19,551,31,584,58,26,45,22,128
ENSG00000013523.9,12,20,11,5,5,35,14,12,29,14,10,10,25,6,4,3,37,5,58,6,2,2,4,20
ENSG00000013561.17,132,142,55,45,69,604,99,94,69,53,60,168,152,42,31,37,344,73,376,42,5,10,32,193
ENSG00000013563.13,15,18,7,0,9,20,31,15,18,12,18,7,215,71,66,64,871,16,911,80,73,102,79,113
ENSG00000013573.16,144,145,50,26,63,531,92,79,61,32,50,44,324,179,68,33,1470,84,384,37,26,50,27,78
ENSG00000013583.8,100,120,50,39,63,283,320,330,237,151,192,170,67,34,33,27,210,10,768,40,37,58,59,181
ENSG00000013588.7,1332,1307,869,734,429,7687,62,42,63,24,48,258,3104,1883,1101,718,11437,1192,817,89,105,286,58,200
ENSG00000013619.13,35,14,9,4,5,62,0,0,0,1,2,3,0,0,0,0,0,0,11,1,0,0,4,6
ENSG00000013725.14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0
ENSG00000013810.18,845,849,369,179,318,1813,624,655,607,267,368,243,1167,517,561,288,4058,464,3561,399,214,317,202,527
ENSG00000014123.9,291,287,68,75,86,872,331,258,212,203,198,341,255,139,98,61,910,66,1583,154,86,175,114,385
ENSG00000014138.8,127,95,37,19,28,142,78,60,57,43,15,10,277,159,79,43,694,36,540,60,20,12,20,57
ENSG00000014164.6,139,77,36,29,46,381,88,59,61,57,68,72,63,42,27,25,376,25,270,20,31,83,33,121
ENSG00000014216.15,232,264,110,117,91,625,175,178,168,154,148,114,472,246,139,131,1579,58,1293,134,93,124,113,196
ENSG00000014257.15,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0
ENSG00000014641.17,1179,1166,499,497,504,4271,1801,1475,1431,1410,1431,672,1007,527,321,243,4010,238,7600,708,733,1405,740,1693
ENSG00000014824.13,256,264,89,117,100,841,349,339,321,230,313,219,581,272,145,162,1993,141,2169,169,127,216,164,529
ENSG00000014914.20,4,10,3,8,2,7,14,7,6,10,20,22,33,14,18,14,116,16,124,26,5,24,12,54
ENSG00000014919.12,355,320,96,86,126,1023,219,224,195,129,215,171,273,154,66,69,1088,108,1270,140,117,162,93,363
ENSG00000015133.18,166,145,43,37,36,508,285,194,212,212,152,437,388,227,145,117,1438,103,727,50,62,87,53,214
ENSG00000015153.14,219,203,112,135,76,778,235,150,251,182,150,339,253,124,144,139,1327,143,1850,172,342,705,194,616
ENSG00000015171.19,445,413,124,166,163,1728,661,455,504,473,538,775,699,313,234,142,3571,257,2485,213,210,306,185,647
ENSG00000015285.10,3,1,1,3,0,29,0,0,1,0,2,3,4,3,2,3,25,7,23,2,0,5,3,14
ENSG00000015413.9,2,6,0,3,0,1,124,98,97,95,95,51,58,20,9,7,235,8,11,3,0,1,2,0
ENSG00000015475.18,235,215,89,84,93,664,169,183,194,152,120,238,418,226,195,169,1809,104,886,87,82,204,54,252
ENSG00000015479.18,9,2,1,1,1,14,6,1,3,1,3,2,2,2,1,0,33,2,8,0,1,3,3,2
ENSG00000015520.14,0,0,0,0,2,0,79,62,103,100,61,66,0,0,0,1,4,2,1,0,1,1,2,0
ENSG00000015532.9,210,197,37,35,38,671,261,185,133,156,89,172,147,79,47,27,287,24,562,47,30,58,43,117
ENSG00000015592.16,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000015676.17,590,464,190,161,154,2025,430,312,288,316,289,535,659,390,191,127,2238,197,2268,177,175,347,195,781
ENSG00000016082.14,51,21,9,7,8,42,0,0,0,2,0,0,241,122,102,39,548,44,734,54,45,52,53,91
ENSG00000016391.10,81,71,8,11,10,159,736,511,451,527,374,282,163,115,47,27,591,30,748,66,18,50,51,171
ENSG00000016402.13,10,6,4,2,1,30,0,0,0,0,0,0,90,62,24,36,335,15,0,0,0,0,0,0
ENSG00000016602.9,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
ENSG00000016864.18,107,104,30,25,55,368,264,218,252,216,185,72,84,48,26,25,202,28,734,88,46,57,66,144
ENSG00000017260.19,203,209,79,77,84,601,190,125,145,128,106,141,262,138,66,65,1006,70,812,82,68,125,71,172
ENSG00000017427.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0
ENSG00000017483.14,881,690,267,212,275,2115,516,413,340,289,431,329,882,555,204,77,3675,134,25,3,3,3,4,12
ENSG00000017797.12,1043,966,268,324,419,3056,728,595,549,449,445,786,1737,744,598,497,6826,577,4206,413,263,515,312,1247
ENSG00000018189.12,133,110,40,44,37,354,173,141,133,115,136,144,174,103,50,37,701,34,918,70,58,166,56,247
ENSG00000018236.14,1,1,0,3,2,7,0,0,2,1,0,0,0,0,0,0,1,0,3622,346,301,574,322,443
ENSG00000018280.16,1,0,0,0,0,6,6,5,5,4,11,0,4,1,0,0,16,0,9,4,3,2,2,0
ENSG00000018408.14,413,474,247,202,182,1062,801,829,862,751,563,872,9,2,2,0,63,5,388,32,35,74,20,101
ENSG00000018510.14,239,219,82,53,75,541,437,331,433,314,359,370,342,169,131,66,1336,113,2580,279,192,246,160,612
ENSG00000018610.14,211,169,73,51,66,632,90,77,102,54,100,156,208,127,77,45,1168,79,546,58,68,102,57,191
ENSG00000018625.14,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,5,0,2,0,0,0,0,0
ENSG00000018699.11,127,98,23,16,23,183,87,85,106,86,88,145,66,29,29,13,286,49,429,44,24,63,31,114
ENSG00000018869.16,0,0,0,0,0,0,1,3,8,8,4,13,0,0,0,0,0,0,48,5,4,23,5,29
ENSG00000019102.11,0,0,0,0,2,4,58,41,41,33,64,30,1078,656,346,236,4852,151,0,0,1,1,1,1
ENSG00000019144.18,94,107,40,62,51,280,208,175,146,129,143,144,617,373,174,120,1956,116,1583,95,63,157,68,214
ENSG00000019186.9,31,48,5,18,14,11,44,39,38,19,72,50,3,1,0,0,3,0,391,43,18,27,50,123
ENSG00000019485.13,33,38,20,12,10,117,41,47,65,44,59,69,23,6,9,11,104,10,108,8,5,9,8,58
ENSG00000019505.7,7,9,1,1,9,6,5,2,7,3,1,4,126,71,36,28,531,59,2,0,0,0,0,2
ENSG00000019549.10,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000019582.14,0,0,0,0,9,0,726,456,584,663,537,371,9,10,3,2,70,1,4,0,1,2,0,3
ENSG00000019991.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0
ENSG00000019995.6,727,666,433,303,195,2802,466,277,416,499,249,670,432,227,262,182,2474,197,1967,186,214,535,204,664
ENSG00000020129.15,516,360,167,93,156,1609,331,211,185,186,135,194,988,617,270,165,3468,197,1580,131,98,138,117,367
ENSG00000020181.17,9,2,2,3,2,13,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ENSG00000020256.19,48,56,18,17,11,291,123,141,115,85,63,135,119,67,47,35,424,33,528,59,28,34,31,186
ENSG00000020426.10,220,180,65,58,63,577,154,125,150,118,99,167,115,38,46,20,519,37,398,42,18,40,23,154
ENSG00000020577.13,40,39,13,15,8,145,107,78,115,89,158,85,60,25,15,15,324,16,392,41,26,50,37,79
ENSG00000020633.18,385,406,126,142,94,1568,2,1,8,2,3,9,2,0,0,0,2,2,1065,116,161,328,94,372
ENSG00000020922.12,88,94,43,29,38,354,386,304,254,226,146,174,415,238,195,132,1715,161,1470,133,133,333,81,366
ENSG00000021300.13,40,25,12,18,10,53,388,275,251,257,319,81,98,50,34,33,486,17,189,19,12,20,16,33
ENSG00000021355.12,124,109,43,36,38,622,404,321,317,264,250,133,1137,596,279,209,3810,264,1958,153,129,125,118,386
ENSG00000021461.16,0,0,0,0,0,0,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021488.12,0,0,0,0,0,0,19,11,10,10,24,11,0,0,0,0,7,2,9,1,1,7,3,2
ENSG00000021574.12,150,137,41,48,40,333,259,231,216,182,137,280,225,108,57,46,687,56,1193,104,74,121,65,258
ENSG00000021645.18,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021762.19,77,65,16,60,28,372,1,0,0,0,1,0,254,146,55,68,1889,134,18,3,0,0,1,11
ENSG00000021776.10,292,269,87,82,91,752,297,195,271,219,249,469,711,368,224,185,3556,380,1394,133,54,134,88,373
ENSG00000021826.15,21,24,15,9,15,68,73,89,72,45,39,25,1,0,0,0,2,1,10813,1149,567,1370,649,1168
ENSG00000021852.12,0,0,0,0,0,0,3,10,14,12,3,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000022267.16,13,3,6,2,2,46,1,0,0,0,2,0,0,0,0,0,2,0,43,2,1,1,2,12
ENSG00000022277.12,905,772,328,277,265,2227,1301,871,1101,930,936,1126,1426,874,473,344,7039,475,3309,270,267,578,257,974
ENSG00000022355.16,9,3,0,0,1,9,3,1,0,1,3,3,3,2,0,0,76,6,3,2,0,3,1,0
ENSG00000022556.15,352,371,123,113,92,643,1,0,1,1,0,0,1,0,0,1,0,0,2022,136,135,206,108,331
ENSG00000022567.9,125,106,25,35,46,495,0,0,2,1,1,1,684,372,220,238,2474,212,571,58,36,78,31,166
ENSG00000022840.15,390,380,179,201,162,1631,564,597,621,474,590,917,741,359,292,250,2397,289,3593,314,212,408,300,1179
ENSG00000022976.15,142,135,17,22,52,401,149,90,65,59,141,61,29,19,7,7,225,15,459,47,13,31,51,102
ENSG00000023041.11,548,413,159,108,169,758,227,161,147,86,96,129,350,181,107,61,1421,85,601,48,50,119,25,141
ENSG00000023171.17,7,9,3,6,9,99,0,1,0,1,0,0,159,85,49,37,710,34,3,2,0,0,0,1
ENSG00000023191.16,480,442,178,161,146,1365,472,390,415,261,412,358,975,470,295,285,3466,267,2509,237,188,370,165,723
ENSG00000023228.13,446,426,148,172,166,1401,981,602,785,760,870,896,536,211,205,202,3139,206,2238,205,199,446,223,708
ENSG00000023287.12,400,448,212,321,144,1987,637,468,970,925,596,1035,380,206,263,333,2184,164,5971,638,789,2013,613,1560
ENSG00000023318.7,138,172,69,87,87,507,287,241,273,165,198,184,302,112,162,187,1358,89,1677,169,128,288,127,402
ENSG00000023330.14,362,351,107,104,99,1034,132,90,113,116,100,104,104,29,37,46,568,48,730,69,53,109,39,168
ENSG00000023445.13,24,25,10,44,7,162,45,16,21,23,55,27,62,39,18,70,202,28,4995,398,182,746,568,1066
ENSG00000023516.8,200,174,61,90,40,548,195,138,150,135,90,148,371,164,112,86,1742,148,784,78,46,89,67,242
ENSG00000023572.9,242,256,86,60,97,646,228,165,193,89,193,122,415,157,116,38,1131,68,1621,174,67,238,122,409
ENSG00000023608.4,426,378,162,149,157,1416,185,120,189,152,180,324,89,31,39,10,427,51,463,51,118,225,72,198
ENSG00000023697.12,45,52,21,32,18,152,77,55,109,52,77,40,93,15,40,39,428,22,579,66,25,43,36,53
ENSG00000023734.10,1642,1674,682,522,584,4572,962,765,805,596,698,1199,2104,1047,605,526,9393,623,7844,696,572,950,698,1886
ENSG00000023839.10,110,98,24,41,37,173,598,324,600,586,337,373,6,2,4,4,36,0,2218,196,247,943,155,414
ENSG00000023892.10,81,53,23,34,18,236,46,36,27,34,27,29,4,1,2,0,8,3,22,2,3,13,4,7
ENSG00000023902.13,41,58,35,14,18,108,227,200,178,190,133,249,2,1,3,0,19,2,704,54,174,323,26,80
ENSG00000023909.9,1067,939,391,355,327,5329,605,460,531,433,406,1228,1722,953,525,474,8147,873,5932,500,296,727,510,1790
ENSG00000024048.10,255,260,100,120,65,726,402,300,376,316,222,566,183,143,81,82,994,83,1389,133,120,251,91,357
ENSG00000024422.11,303,306,119,87,79,684,1,0,3,5,6,0,173,90,54,18,870,28,81,9,4,9,9,18
ENSG00000024526.16,382,345,138,68,127,1102,103,107,74,43,71,59,217,117,75,47,845,77,1009,106,53,60,75,160
ENSG00000024862.17,70,84,21,30,37,470,104,85,101,122,86,100,66,36,17,71,351,34,510,64,68,127,34,214
ENSG00000025039.14,130,113,37,47,31,254,6,5,59,80,6,22,0,0,0,0,0,0,790,82,86,257,63,262
ENSG00000025156.12,175,153,85,69,70,449,200,220,223,145,154,246,136,62,58,34,364,71,964,97,100,147,69,250
ENSG00000025293.16,317,311,82,143,124,1181,538,358,421,399,419,833,669,369,231,227,3491,321,1411,118,102,275,160,569
ENSG00000025423.11,5,20,0,3,3,25,7,0,0,2,1,0,1,1,3,0,12,8,51,7,7,41,3,14
ENSG00000025434.18,47,51,10,23,39,195,88,66,60,65,79,32,176,118,56,33,780,40,329,29,16,21,42,128
ENSG00000025708.13,119,117,31,27,34,586,34,16,21,17,20,22,7,9,1,3,23,0,781,62,52,126,60,221
ENSG00000025770.18,762,607,245,198,214,1930,371,268,241,234,251,192,477,331,171,67,2253,97,896,79,50,131,76,309
ENSG00000025772.7,608,562,238,242,281,1971,1144,1003,907,510,890,2449,1848,1038,615,336,7838,658,1998,196,173,218,158,558
ENSG00000025796.13,303,281,87,83,126,1572,805,601,840,642,649,719,752,321,287,214,3018,240,6162,565,462,925,480,1459
ENSG00000025800.13,1670,1548,543,576,486,5455,1475,1061,1091,1090,834,1601,1811,923,625,422,7697,434,4259,408,328,751,352,1265
ENSG00000026025.15,49,36,20,6,13,105,0,0,2,0,0,1,0,0,0,0,2,0,3021,252,270,637,217,670
ENSG00000026036.22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000026103.21,64,53,55,71,19,173,88,66,66,57,115,143,6,4,1,2,37,2,0,0,0,0,0,0
ENSG00000026297.15,166,194,117,155,86,579,702,742,911,1554,527,286,1722,806,790,783,5541,378,1883,166,120,278,135,400
ENSG00000026508.18,1768,1636,563,539,510,3744,1,0,0,0,0,1,1053,502,330,204,3619,139,4,1,2,7,2,8
ENSG00000026559.13,26,22,7,10,23,375,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
ENSG00000026652.13,78,67,34,50,29,623,3,1,4,0,2,5,13,1,3,2,29,6,53,2,2,6,3,13
ENSG00000026751.16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000026950.16,6,14,2,6,5,120,52,47,26,39,18,14,6,5,5,7,43,12,329,19,35,55,16,55
ENSG00000027001.9,93,72,16,21,41,200,73,81,65,56,56,47,191,68,43,42,717,54,257,30,20,19,18,58
ENSG00000027075.14,41,34,24,18,13,93,6,6,14,0,5,2,66,20,24,15,265,9,148,18,12,19,14,32
ENSG00000027697.14,19,19,4,3,9,43,71,72,103,79,69,46,92,12,17,35,340,25,94,16,6,20,12,28
ENSG00000027847.13,158,144,23,35,42,443,267,200,169,178,131,32,220,107,41,51,450,25,1026,86,64,47,70,162
ENSG00000027869.11,23,15,9,2,3,78,27,30,20,16,18,8,83,47,14,16,174,3,28,1,5,1,1,4
ENSG00000028116.16,665,532,115,100,162,1547,293,212,200,163,192,405,276,151,90,52,1627,90,1553,132,105,220,138,368
ENSG00000028137.18,0,2,1,2,1,1,4,0,1,1,1,0,4,2,3,1,17,0,26,2,11,4,4,9
ENSG00000028203.17,384,308,99,73,150,1338,485,325,237,257,386,386,664,292,156,87,2552,190,2935,254,72,204,207,594
ENSG00000028277.21,16,16,4,10,6,36,18,15,9,14,33,11,30,16,13,30,282,27,41,6,8,51,8,17
ENSG00000028310.17,838,731,244,194,205,2005,624,411,342,355,270,478,1411,892,460,236,4167,320,3308,250,204,601,170,624
ENSG00000028528.14,236,237,88,100,109,610,553,545,731,496,353,339,482,197,190,174,1324,125,1516,146,114,193,85,295
ENSG00000028839.9,62,95,45,32,33,200,78,86,98,45,46,141,81,37,38,20,274,45,410,39,55,90,25,107
ENSG00000029153.14,32,27,3,8,8,48,65,34,53,28,49,25,129,69,36,31,525,33,210,19,14,39,11,27
ENSG00000029363.16,2880,2392,692,612,661,7077,1806,1284,1699,1315,793,2390,1930,1018,622,352,5711,729,4271,365,331,625,188,1100
ENSG00000029364.11,266,271,138,114,99,646,245,217,273,202,133,283,358,180,138,133,1284,124,1476,180,183,357,120,363
ENSG00000029534.20,3,9,3,6,2,2,0,2,2,9,1,3,4,5,3,0,18,0,0,0,0,1,0,0
ENSG00000029639.10,219,227,48,65,83,674,881,689,643,512,421,381,205,79,52,27,670,46,600,46,33,36,42,184
ENSG00000029725.16,1085,944,218,261,288,1709,614,388,664,527,445,681,513,238,182,114,2363,153,1503,158,149,404,147,383
ENSG00000029993.14,680,704,248,200,222,2490,367,299,319,247,364,361,945,613,315,206,3599,370,1359,114,162,183,103,326
ENSG00000030066.13,136,113,62,49,64,377,164,107,142,84,74,120,272,112,131,67,936,85,410,37,26,70,18,71
